"","Top 10 Gross","%± LW...2","Overall Gross","%± LW...4","Releases","#1 Release","Genre","Budget","Running Time","Week","Long Weekend","Year"
"995","$10,333,176","-3.5%","$11,385,523","+0.2%",44,"Freaky","-","-","-",46,"false",2020
"996","$10,713,492","+22.8%","$11,360,646","+16.9%",45,"Let Him Go","-","-","-",45,"false",2020
"997","$8,721,044","-8%","$9,719,168","-12.3%",49,"Come Play","-","-","-",44,"false",2020
"998","$9,478,057","-21.5%","$11,083,713","-14.6%",53,"Honest Thief","-","-","-",43,"false",2020
"999","$12,070,817","+26.7%","$12,983,807","+24.8%",57,"Honest Thief","-","-","-",42,"false",2020
"1000","$9,528,676","+17.7%","$10,403,028","+14.4%",49,"The War with Grandpa","-","-","-",41,"false",2020
"1001","$10,436,872","-93.2%","$11,259,812","-93%",32,"The War with Grandpa","-","-","-",41,"true",2020
"1002","$8,095,048","-5.2%","$9,097,364","-3%",44,"Tenet","-","-","-",40,"false",2020
"1003","$8,534,687","-20.7%","$9,381,528","-16.3%",39,"Tenet","-","-","-",39,"false",2020
"1004","$10,757,062","-13.1%","$11,202,723","-10.5%",30,"Tenet","-","-","-",38,"false",2020
"1005","$12,372,594","-23.1%","$12,520,457","-22.7%",25,"Tenet","-","-","-",37,"false",2020
"1006","$16,098,628","+13.4%","$16,199,436","+12.6%",29,"Tenet","-","-","-",36,"false",2020
"1007","$19,765,372","-76.5%","$19,858,242","-83.6%",25,"Tenet","-","-","-",36,"true",2020
"1008","$14,201,687","+121.6%","$14,384,961","+111.9%",32,"The New Mutants","-","-","-",35,"false",2020
"1009","$6,409,085","+227.2%","$6,789,865","+234.4%",30,"Unhinged","-","-","-",34,"false",2020
"1010","$1,958,968","+65.2%","$2,030,461","+60.9%",28,"The SpongeBob Movie: Sponge on the Run","-","-","-",33,"false",2020
"1011","$1,186,003","+17.1%","$1,261,656","+20.1%",23,"The Tax Collector","-","-","-",32,"false",2020
"1012","$1,012,992","+50.1%","$1,050,735","+55.5%",19,"The Rental","-","-","-",31,"false",2020
"1013","$675,043","-68.1%","$675,578","-69.8%",11,"The Rental","-","-","-",30,"false",2020
"1014","$2,115,079","-16.5%","$2,234,047","-18.6%",20,"Beauty and the Beast2020 Re-release","-","-","-",29,"false",2020
"1015","$2,532,674","+188.5%","$2,744,819","+209.9%",25,"Star Wars: Episode V - The Empire Strikes Back2020 Re-release","-","-","-",28,"false",2020
"1016","$877,966","+202%","$885,784","+202.6%",15,"Ghostbusters2020 Re-release","-","-","-",27,"false",2020
"1017","$290,744","-80.6%","$292,757","-80.5%",14,"Becky","-","-","-",26,"false",2020
"1018","$1,496,203","+186.6%","$1,500,561","+187.3%",17,"Jurassic Park2020 Re-release","-","-","-",25,"false",2020
"1019","$522,105","+23.8%","$522,278","+23.9%",12,"Becky","-","-","-",24,"false",2020
"1020","$421,572","+105.7%","$421,572","+105.7%",10,"Becky","-","-","-",23,"false",2020
"1021","$204,896","-7.1%","$204,896","-7.1%",9,"The Wretched","-","-","-",22,"false",2020
"1022","$220,573","+68.9%","$220,573","+68.9%",6,"The Wretched","-","-","-",21,"false",2020
"1023","$240,390","-99.9%","$240,390","-99.9%",6,"The Wretched","-","-","-",21,"true",2020
"1024","$130,583","+51.1%","$130,583","+51.1%",6,"The Wretched","-","-","-",20,"false",2020
"1025","$86,428","-6.5%","$86,428","-6.5%",6,"The Wretched","-","-","-",19,"false",2020
"1026","$92,387","+665.9%","$92,387","+665.9%",4,"The Wretched","-","-","-",18,"false",2020
"1027","$12,062","+130%","$12,062","+130%",2,"True History of the Kelly Gang","-","-","-",17,"false",2020
"1028","$5,245","-64.1%","$5,245","-64.1%",3,"Resistance","-","-","-",16,"false",2020
"1029","$14,612","+256.7%","$14,612","+256.7%",3,"Phoenix, OregonRe-release","-","-","-",15,"false",2020
"1030","$3,675","-100%","$3,675","-100%",2,"Swallow","-","-","-",15,"true",2020
"1031","$4,097","+9%","$4,097","+9%",2,"Phoenix, OregonRe-release","-","-","-",14,"false",2020
"1032","$3,758","-9.7%","$3,758","-9.7%",3,"Strike","-","-","-",13,"false",2020
"1033","$4,160","-100%","$4,160","-100%",3,"Phoenix, OregonRe-release","-","-","-",12,"false",2020
"1034","$49,580,363","-45.2%","$53,706,394","-46.7%",82,"Onward","-","-","-",11,"false",2020
"1035","$90,403,859","+8.3%","$100,774,559","+3.5%",103,"Onward","-","-","-",10,"false",2020
"1036","$83,485,776","-3.6%","$97,373,222","-5.1%",95,"The Invisible Man","-","-","-",9,"false",2020
"1037","$86,611,757","-38.1%","$102,566,656","-34.3%",94,"Sonic the Hedgehog","-","-","-",8,"false",2020
"1038","$140,013,866","+72.6%","$156,172,047","+63.6%",85,"Sonic the Hedgehog","-","-","-",7,"false",2020
"1039","$163,923,226","+29.7%","$182,920,720","+20%",78,"Sonic the Hedgehog","-","-","-",7,"true",2020
"1040","$81,131,843","+25.7%","$95,487,067","+18.2%",75,"Birds of Prey","-","-","-",6,"false",2020
"1041","$64,549,859","-38.6%","$80,756,128","-33.6%",69,"Bad Boys for Life","-","-","-",5,"false",2020
"1042","$105,175,642","-29.2%","$121,644,167","-26.9%",81,"Bad Boys for Life","-","-","-",4,"false",2020
"1043","$182,673,454","+35.9%","$205,302,432","+26.4%",61,"Bad Boys for Life","-","-","-",3,"true",2020
"1044","$148,594,253","+26.5%","$166,374,186","+26%",72,"Bad Boys for Life","-","-","-",3,"false",2020
"1045","$117,434,941","-10.5%","$132,086,940","-7.3%",69,"1917","-","-","-",2,"false",2020
"1046","$131,220,088","-29.8%","$142,435,395","-27.8%",78,"Star Wars: Episode IX - The Rise of Skywalker","-","-","-",1,"false",2020
"1047","$95,723,075","-31.6%","$98,910,707","-31.2%",36,"Spider-Man: No Way Home","-","-","-",53,"false",2021
"1048","$139,868,872","-50.4%","$143,835,740","-49.2%",40,"Spider-Man: No Way Home","-","-","-",52,"false",2021
"1049","$281,737,588","+591.1%","$282,972,675","+544%",43,"Spider-Man: No Way Home","-","-","-",51,"false",2021
"1050","$40,765,448","-14.2%","$43,940,100","-16.6%",45,"West Side Story","-","-","-",50,"false",2021
"1051","$47,539,355","+539.4%","$52,704,939","+527.6%",47,"Encanto","-","-","-",49,"true",2021
"1052","$92,724,526","+600.8%","$96,526,140","+582%",51,"Encanto","-","-","-",48,"true",2021
"1053","$112,542,037","+576.4%","$116,694,008","+560.8%",38,"Encanto","-","-","-",48,"true",2021
"1054","$137,256,716","+619.1%","$142,082,464","+601.6%",42,"Encanto","-","-","-",48,"true",2021
"1055","$80,359,448","+22%","$83,601,676","+18.4%",49,"Ghostbusters: Afterlife","-","-","-",47,"false",2021
"1056","$65,852,727","-36.7%","$70,592,982","-35.6%",40,"Eternals","-","-","-",46,"false",2021
"1057","$103,960,166","+68.2%","$109,680,290","+70.5%",42,"Eternals","-","-","-",45,"false",2021
"1058","$61,792,453","-34.7%","$64,314,942","-33%",45,"Dune","-","-","-",44,"false",2021
"1059","$94,686,103","-11.7%","$95,933,008","-12.2%",47,"Dune","-","-","-",43,"false",2021
"1060","$107,208,512","<0.1%","$109,291,570","+0.3%",48,"Halloween Kills","-","-","-",42,"false",2021
"1061","$107,172,846","-15%","$108,944,907","-15.6%",50,"No Time to Die","-","-","-",41,"false",2021
"1062","$121,111,244","+1,060.4%","$122,533,028","+988.2%",34,"No Time to Die","-","-","-",41,"true",2021
"1063","$126,019,090","+251.7%","$129,067,431","+232.8%",54,"Venom: Let There Be Carnage","-","-","-",40,"false",2021
"1064","$35,828,704","-20.1%","$38,776,611","-19.2%",53,"Shang-Chi and the Legend of the Ten Rings","-","-","-",39,"false",2021
"1065","$44,862,382","-23.3%","$47,995,991","-21.7%",54,"Shang-Chi and the Legend of the Ten Rings","-","-","-",38,"false",2021
"1066","$58,513,420","-46%","$61,319,968","-44.5%",53,"Shang-Chi and the Legend of the Ten Rings","-","-","-",37,"false",2021
"1067","$108,338,758","+88.1%","$110,442,804","+79.4%",45,"Shang-Chi and the Legend of the Ten Rings","-","-","-",36,"false",2021
"1068","$136,008,971","+588.1%","$139,020,923","+600.1%",48,"Shang-Chi and the Legend of the Ten Rings","-","-","-",36,"true",2021
"1069","$57,594,823","-2.5%","$61,556,225","-2.9%",55,"Candyman","-","-","-",35,"false",2021
"1070","$59,076,598","-18.2%","$63,396,181","-16.1%",53,"Free Guy","-","-","-",34,"false",2021
"1071","$72,234,401","+16.3%","$75,602,898","+16.1%",50,"Free Guy","-","-","-",33,"false",2021
"1072","$62,114,018","-17.2%","$65,132,681","-17.1%",50,"The Suicide Squad","-","-","-",32,"false",2021
"1073","$74,999,440","+11.8%","$78,612,547","+11.4%",52,"Jungle Cruise","-","-","-",31,"false",2021
"1074","$67,081,731","-24.3%","$70,580,445","-22.9%",59,"Old","-","-","-",30,"false",2021
"1075","$88,585,434","-24.6%","$91,564,483","-23.2%",44,"Space Jam: A New Legacy","-","-","-",29,"false",2021
"1076","$117,534,978","+75.7%","$119,206,927","+72.7%",41,"Black Widow","-","-","-",28,"false",2021
"1077","$84,462,080","-61.8%","$87,171,208","-63.6%",46,"F9: The Fast Saga","-","-","-",27,"true",2021
"1078","$66,885,523","-31.1%","$69,008,109","-30.1%",45,"F9: The Fast Saga","-","-","-",27,"false",2021
"1079","$97,117,531","+120.1%","$98,777,522","+115.3%",47,"F9: The Fast Saga","-","-","-",26,"false",2021
"1080","$44,120,211","-20.7%","$45,874,570","-20%",48,"Hitman's Wife's Bodyguard","-","-","-",25,"false",2021
"1081","$55,654,996","-14.6%","$57,316,103","-13.1%",47,"A Quiet Place Part II","-","-","-",24,"false",2021
"1082","$65,153,180","-17.6%","$65,968,910","-18.4%",43,"The Conjuring: The Devil Made Me Do It","-","-","-",23,"false",2021
"1083","$79,110,516","+359.6%","$80,833,255","+299.9%",49,"A Quiet Place Part II","-","-","-",22,"false",2021
"1084","$96,144,349","+39,895.2%","$97,874,228","+40,614.8%",45,"A Quiet Place Part II","-","-","-",22,"true",2021
"1085","$17,211,825","-28.2%","$20,213,259","-23.5%",49,"Spiral","-","-","-",21,"false",2021
"1086","$23,977,615","+11.7%","$26,413,884","+12.3%",50,"Spiral","-","-","-",20,"false",2021
"1087","$21,458,636","-5.2%","$23,512,171","-3.4%",51,"Wrath of Man","-","-","-",19,"false",2021
"1088","$22,632,435","-59.3%","$24,337,496","-57.4%",46,"Demon Slayer the Movie: Mugen Train","-","-","-",18,"false",2021
"1089","$55,672,089","+209%","$57,155,904","+192.9%",42,"Mortal Kombat","-","-","-",17,"false",2021
"1090","$18,019,423","-28.6%","$19,516,783","-25.9%",48,"Godzilla vs. Kong","-","-","-",16,"false",2021
"1091","$25,237,445","-41.2%","$26,324,259","-40.3%",40,"Godzilla vs. Kong","-","-","-",15,"false",2021
"1092","$42,925,292","+147%","$44,066,217","+133.9%",39,"Godzilla vs. Kong","-","-","-",14,"false",2021
"1093","$46,642,922","+1,269,095.2%","$47,518,581","+1,292,922.6%",28,"Godzilla vs. Kong","-","-","-",14,"true",2021
"1094","$17,375,273","+12.4%","$18,838,102","+6.6%",49,"Nobody","-","-","-",13,"false",2021
"1095","$15,460,315","-0.7%","$17,679,140","+2.6%",41,"Raya and the Last Dragon","-","-","-",12,"false",2021
"1096","$15,568,060","-31.9%","$17,235,582","-28.9%",43,"Raya and the Last Dragon","-","-","-",11,"false",2021
"1097","$22,852,467","+15.9%","$24,231,070","+15.7%",38,"Raya and the Last Dragon","-","-","-",10,"false",2021
"1098","$19,718,662","+169.6%","$20,948,893","+155.1%",39,"Tom & Jerry","-","-","-",9,"false",2021
"1099","$7,315,322","-31.4%","$8,211,048","-29.7%",39,"The Croods: A New Age","-","-","-",8,"false",2021
"1100","$10,659,782","+46.2%","$11,685,872","+47.8%",37,"The Croods: A New Age","-","-","-",7,"false",2021
"1101","$12,006,490","-92.7%","$13,132,939","-92.8%",32,"The Croods: A New Age","-","-","-",7,"true",2021
"1102","$7,293,328","-34.2%","$7,904,141","-33.3%",37,"The Little Things","-","-","-",6,"false",2021
"1103","$11,080,199","+33%","$11,848,736","+31.6%",32,"The Little Things","-","-","-",5,"false",2021
"1104","$8,331,573","-21.2%","$9,004,940","-17.6%",36,"The Marksman","-","-","-",4,"false",2021
"1105","$10,578,393","+19.3%","$10,927,986","+19.9%",23,"The Marksman","-","-","-",3,"false",2021
"1106","$12,497,047","-93.2%","$12,907,583","-93.7%",21,"The Marksman","-","-","-",3,"true",2021
"1107","$8,867,268","-29.5%","$9,115,736","-29.1%",25,"Wonder Woman 1984","-","-","-",2,"false",2021
"1108","$12,584,769","-47.1%","$12,862,573","-46.9%",27,"Wonder Woman 1984","-","-","-",1,"false",2021
"1109","$48,993,084","-","$52,937,294","-",31,"Black Panther: Wakanda Forever","-","-","-",48,"true",2022
"1110","$89,735,916","-3.2%","$94,269,687","-2.3%",48,"Black Panther: Wakanda Forever","-","-","-",47,"true",2022
"1111","$106,837,323","-5.1%","$111,883,927","-4.1%",34,"Black Panther: Wakanda Forever","-","-","-",47,"true",2022
"1112","$128,658,959","-6.3%","$134,519,888","-5.3%",35,"Black Panther: Wakanda Forever","-","-","-",47,"true",2022
"1113","$98,996,721","-52.1%","$100,619,489","-51.9%",49,"Black Panther: Wakanda Forever","-","-","-",46,"false",2022
"1114","$206,857,668","+283.9%","$209,380,107","+259.6%",48,"Black Panther: Wakanda Forever","-","-","-",45,"false",2022
"1115","$53,888,688","-15.2%","$58,228,039","-14.1%",53,"Black Adam","-","-","-",44,"false",2022
"1116","$63,565,774","-42.3%","$67,823,384","-40.3%",55,"Black Adam","-","-","-",43,"false",2022
"1117","$110,164,317","+51.5%","$113,648,457","+48.9%",57,"Black Adam","-","-","-",42,"false",2022
"1118","$72,697,268","+35.2%","$76,338,405","+29.4%",56,"Halloween Ends","-","-","-",41,"false",2022
"1119","$61,664,865","-49.1%","$67,265,387","-45.1%",45,"Smile","-","-","-",40,"true",2022
"1120","$53,759,907","-5.3%","$58,977,399","-7.8%",67,"Smile","-","-","-",40,"false",2022
"1121","$56,765,793","+1.8%","$63,983,052","+2.5%",70,"Smile","-","-","-",39,"false",2022
"1122","$55,769,690","+29.5%","$62,422,544","+21.3%",71,"Don't Worry Darling","-","-","-",38,"false",2022
"1123","$43,050,766","+26.8%","$51,461,085","+19.1%",74,"The Woman King","-","-","-",37,"false",2022
"1124","$33,945,638","-19.9%","$43,193,037","-22.4%",69,"Barbarian","-","-","-",36,"false",2022
"1125","$54,205,807","-60.1%","$71,172,772","-48.8%",55,"Top Gun: Maverick","-","-","-",35,"true",2022
"1126","$42,395,247","+2.4%","$55,664,136","+6.7%",63,"Top Gun: Maverick","-","-","-",35,"false",2022
"1127","$41,408,038","-40.2%","$52,149,690","-33.9%",64,"The Invitation","-","-","-",34,"false",2022
"1128","$69,281,199","+25%","$78,931,261","+20.7%",58,"Dragon Ball Super: Super Hero","-","-","-",33,"false",2022
"1129","$55,432,709","-37%","$65,392,243","-29%",63,"Bullet Train","-","-","-",32,"false",2022
"1130","$88,004,513","-6.2%","$92,090,558","-5.9%",48,"Bullet Train","-","-","-",31,"false",2022
"1131","$93,856,999","-24.4%","$97,884,255","-22.5%",53,"DC League of Super-Pets","-","-","-",30,"false",2022
"1132","$124,080,435","-5.4%","$126,239,585","-4.9%",52,"Nope","-","-","-",29,"false",2022
"1133","$131,231,157","-44.7%","$132,813,074","-44.3%",54,"Thor: Love and Thunder","-","-","-",28,"false",2022
"1134","$237,265,821","+25.9%","$238,358,457","+25.5%",50,"Thor: Love and Thunder","-","-","-",27,"false",2022
"1135","$221,928,586","+162.8%","$223,580,059","+156.5%",40,"Minions: The Rise of Gru","-","-","-",26,"true",2022
"1136","$188,498,988","+41.4%","$189,927,071","+41.1%",53,"Minions: The Rise of Gru","-","-","-",26,"false",2022
"1137","$133,333,162","-18.3%","$134,597,965","-18.2%",54,"Elvis","-","-","-",25,"false",2022
"1138","$163,242,107","-23.1%","$164,531,244","-23.4%",56,"Jurassic World: Dominion","-","-","-",24,"false",2022
"1139","$212,413,470","+79.4%","$214,852,641","+76.6%",56,"Jurassic World: Dominion","-","-","-",23,"false",2022
"1140","$118,392,908","-32.2%","$121,670,007","-31.3%",59,"Top Gun: Maverick","-","-","-",22,"false",2022
"1141","$174,602,102","+144.1%","$177,208,035","+134.2%",50,"Top Gun: Maverick","-","-","-",21,"false",2022
"1142","$220,038,783","+128.9%","$223,364,859","+128.2%",47,"Top Gun: Maverick","-","-","-",21,"true",2022
"1143","$71,518,782","-19.7%","$75,659,163","-17.5%",53,"Doctor Strange in the Multiverse of Madness","-","-","-",20,"false",2022
"1144","$89,049,541","-59.6%","$91,763,058","-58.7%",49,"Doctor Strange in the Multiverse of Madness","-","-","-",19,"false",2022
"1145","$220,282,059","+252.4%","$222,333,899","+232.3%",45,"Doctor Strange in the Multiverse of Madness","-","-","-",18,"false",2022
"1146","$62,512,297","-30.7%","$66,904,036","-28.4%",50,"The Bad Guys","-","-","-",17,"false",2022
"1147","$90,218,714","-14.8%","$93,504,011","-12.8%",46,"The Bad Guys","-","-","-",16,"false",2022
"1148","$105,898,267","-9.6%","$107,172,204","-9.7%",42,"Fantastic Beasts: The Secrets of Dumbledore","-","-","-",15,"false",2022
"1149","$118,286,160","+153.6%","$119,502,673","+151.5%",30,"Fantastic Beasts: The Secrets of Dumbledore","-","-","-",15,"true",2022
"1150","$117,176,203","+52.5%","$118,700,008","+49.1%",50,"Sonic the Hedgehog 2","-","-","-",14,"false",2022
"1151","$76,848,023","-2.1%","$79,620,169","-2.9%",52,"Morbius","-","-","-",13,"false",2022
"1152","$78,479,529","-2%","$82,024,556","-1.7%",59,"The Lost City","-","-","-",12,"false",2022
"1153","$80,060,996","-19.4%","$83,455,041","-18.1%",58,"The Batman","-","-","-",11,"false",2022
"1154","$99,316,599","-39.2%","$101,939,737","-38.6%",53,"The Batman","-","-","-",10,"false",2022
"1155","$163,405,808","+197.1%","$166,054,235","+172.7%",54,"The Batman","-","-","-",9,"false",2022
"1156","$55,006,939","-39%","$60,894,360","-35.6%",53,"Uncharted","-","-","-",8,"false",2022
"1157","$106,169,516","+784.3%","$111,431,414","+748.5%",50,"Uncharted","-","-","-",7,"true",2022
"1158","$90,159,064","+79%","$94,565,238","+75.8%",51,"Uncharted","-","-","-",7,"false",2022
"1159","$50,371,632","-9.8%","$53,803,427","-9.9%",51,"Death on the Nile","-","-","-",6,"false",2022
"1160","$55,860,817","+81.4%","$59,689,505","+71.1%",51,"Jackass Forever","-","-","-",5,"false",2022
"1161","$30,794,469","-27%","$34,885,910","-24.3%",47,"Spider-Man: No Way Home","-","-","-",4,"false",2022
"1162","$42,161,017","-38.3%","$46,071,484","-35.6%",44,"Spider-Man: No Way Home","-","-","-",3,"false",2022
"1163","$68,339,319","+13.3%","$71,534,496","+13.9%",41,"Scream","-","-","-",2,"false",2022
"1164","$81,219,405","+549.9%","$85,074,757","+559.1%",37,"Scream","-","-","-",2,"true",2022
"1165","$60,318,053","-37%","$62,796,729","-36.5%",35,"Spider-Man: No Way Home","-","-","-",1,"false",2022
